id,institution_id,account_id,user_id,categorie_id,type,plaid_ref,montant,devise,commentaire,destinataire,destinataire_logo,date_emission,date_validation,role_id,nom,prenom,plaind_access,email,financial_profile,monthly_income_base,monthly_income_summer
46,4,3,1,6,credit,a1ea928b-99ed-32dd-bc5e-8eacdfb9a742,60.0,EUR,Job étudiant - Tutoring,Sauvage,https://via.placeholder.com/100x100.png/0088dd?text=business+nostrum,2023-04-03 00:00:00,2023-04-03 00:00,1,Admin,Étudiant,,a@a.aa,,,
47,4,3,1,2,debit,61a71105-83c5-3a59-8045-3ce1de52fc34,420.0,EUR,Loyer colocation,Dumas Guillaume S.A.R.L.,https://via.placeholder.com/100x100.png/00dd44?text=business+sequi,2023-04-01 00:00:00,2023-04-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
48,1,2,1,2,debit,cfea17d5-aac5-324b-82ff-53715917a766,45.0,EUR,Charges/Eau/Gaz,Pelletier,https://via.placeholder.com/100x100.png/005566?text=business+qui,2023-04-05 00:00:00,2023-04-05 00:00,1,Admin,Étudiant,,a@a.aa,,,
49,4,3,1,2,debit,ee2ff9db-9e59-3bc9-a5b3-4f0e7e5aa86e,20.0,EUR,Internet WiFi,Lelievre S.A.S.,https://via.placeholder.com/100x100.png/0088ff?text=business+eius,2023-04-15 00:00:00,2023-04-15 00:00,1,Admin,Étudiant,,a@a.aa,,,
50,1,1,1,13,debit,1f999c9d-a33d-3b09-8423-270d1deebd58,15.0,EUR,Forfait mobile,Lambert,https://via.placeholder.com/100x100.png/0099ff?text=business+est,2023-04-10 00:00:00,2023-04-10 00:00,1,Admin,Étudiant,,a@a.aa,,,
51,1,1,1,3,debit,d0965232-a4e9-3857-b2ac-1bb30d9d5afc,40.0,EUR,Abonnement transport,Bourgeois,https://via.placeholder.com/100x100.png/00bb22?text=business+autem,2023-04-01 00:00:00,2023-04-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
52,1,1,1,4,debit,bc83b9f7-a70a-38dc-a443-26b45b217fa1,16.12,EUR,Sorties/Soirees,Blin,https://via.placeholder.com/100x100.png/00cc00?text=business+consequatur,2023-04-24 00:00:00,2023-04-24 00:00,1,Admin,Étudiant,,a@a.aa,,,
53,1,1,1,12,debit,963a853f-aa60-3406-9f2e-b88328517d0e,67.44,EUR,Epargne/Urgence,Normand,https://via.placeholder.com/100x100.png/00ee88?text=business+iusto,2023-04-23 00:00:00,2023-04-23 00:00,1,Admin,Étudiant,,a@a.aa,,,
54,1,1,1,1,debit,3633ee9c-0535-3b2e-9d88-b645d3a22067,5.63,EUR,Restaurant U / Cafeteria,Pineau S.A.,https://via.placeholder.com/100x100.png/002255?text=business+velit,2023-04-20 00:00:00,2023-04-20 00:00,1,Admin,Étudiant,,a@a.aa,,,
55,1,1,1,1,debit,a0c52f57-6167-3221-acd5-f473fdc9df63,14.9,EUR,Dejeuner entre amis,Lemaitre Michaud S.A.,https://via.placeholder.com/100x100.png/00cc00?text=business+alias,2023-04-21 00:00:00,2023-04-21 00:00,1,Admin,Étudiant,,a@a.aa,,,
56,1,2,1,12,debit,45ee874d-06d2-35ac-af7f-120713ea9ddc,92.7,EUR,Epargne/Urgence,Dupont Cordier et Fils,https://via.placeholder.com/100x100.png/00ddbb?text=business+earum,2023-04-07 00:00:00,2023-04-07 00:00,1,Admin,Étudiant,,a@a.aa,,,
57,1,2,1,5,debit,b1ff8a7b-0719-3c21-9e80-3e4d39416932,20.0,EUR,Salle de sport,Carlier,https://via.placeholder.com/100x100.png/005544?text=business+aut,2023-04-21 00:00:00,2023-04-21 00:00,1,Admin,Étudiant,,a@a.aa,,,
58,1,1,1,12,debit,622857cf-95d4-33f1-abdd-022788a736b9,58.22,EUR,Epargne/Urgence,Bodin Gilles et Fils,https://via.placeholder.com/100x100.png/00dd44?text=business+velit,2023-04-24 00:00:00,2023-04-24 00:00,1,Admin,Étudiant,,a@a.aa,,,
59,1,2,1,1,debit,82067044-9aca-3bed-9203-9449484e5515,7.94,EUR,Restaurant U / Cafeteria,Leroy,https://via.placeholder.com/100x100.png/00ddff?text=business+quia,2023-04-07 00:00:00,2023-04-07 00:00,1,Admin,Étudiant,,a@a.aa,,,
60,1,2,1,1,debit,fe98adc2-ea7e-3ad4-a049-cf71d3717a7c,7.66,EUR,Restaurant U / Cafeteria,Normand,https://via.placeholder.com/100x100.png/006644?text=business+odit,2023-04-02 00:00:00,2023-04-02 00:00,1,Admin,Étudiant,,a@a.aa,,,
61,5,4,1,6,credit,71397444-10fa-38d4-a90b-685d8f535627,500.0,EUR,Bourse mensuelle,Daniel SARL,https://via.placeholder.com/100x100.png/00aadd?text=business+saepe,2023-05-03 00:00:00,2023-05-03 00:00,1,Admin,Étudiant,,a@a.aa,,,
62,4,3,1,6,credit,75001b87-418c-3521-9878-5709e2d9402d,60.0,EUR,Job étudiant - Tutoring,Legros S.A.,https://via.placeholder.com/100x100.png/0044ff?text=business+autem,2023-05-16 00:00:00,2023-05-16 00:00,1,Admin,Étudiant,,a@a.aa,,,
63,4,3,1,2,debit,b33828c0-d8f2-3f69-858f-d756aa76c44e,420.0,EUR,Loyer colocation,Prevost Andre et Fils,https://via.placeholder.com/100x100.png/00aaee?text=business+quasi,2023-05-01 00:00:00,2023-05-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
64,4,3,1,2,debit,75f0b92e-5228-3c60-9692-17ef5a1a7db1,45.0,EUR,Charges/Eau/Gaz,Chauvin S.A.S.,https://via.placeholder.com/100x100.png/000044?text=business+eligendi,2023-05-05 00:00:00,2023-05-05 00:00,1,Admin,Étudiant,,a@a.aa,,,
65,5,4,1,2,debit,5bbc873a-3fd4-35fc-bb1e-7ef5c3e47cbf,20.0,EUR,Internet WiFi,Bouvier S.A.,https://via.placeholder.com/100x100.png/0066aa?text=business+velit,2023-05-15 00:00:00,2023-05-15 00:00,1,Admin,Étudiant,,a@a.aa,,,
66,1,1,1,13,debit,3b40ac98-31e7-354b-88fe-531fed86fda6,15.0,EUR,Forfait mobile,Richard SAS,https://via.placeholder.com/100x100.png/007766?text=business+ad,2023-05-10 00:00:00,2023-05-10 00:00,1,Admin,Étudiant,,a@a.aa,,,
67,5,4,1,3,debit,ecd1cb64-0367-300c-a1ac-505be6c13136,40.0,EUR,Abonnement transport,Pascal,https://via.placeholder.com/100x100.png/009988?text=business+nihil,2023-05-01 00:00:00,2023-05-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
68,1,2,1,4,debit,8da2ccc2-c888-3961-ae01-92c545792626,16.05,EUR,Sorties/Soirees,Gallet S.A.R.L.,https://via.placeholder.com/100x100.png/00cc22?text=business+consequatur,2023-05-26 00:00:00,2023-05-26 00:00,1,Admin,Étudiant,,a@a.aa,,,
69,1,1,1,1,debit,9efce5e9-66b0-3ce8-abda-bab0d8ab3b35,44.64,EUR,Courses alimentaires,Clerc Lejeune S.A.S.,https://via.placeholder.com/100x100.png/0066bb?text=business+rerum,2023-05-07 00:00:00,2023-05-07 00:00,1,Admin,Étudiant,,a@a.aa,,,
70,1,2,1,5,debit,45d2d503-ecf7-3010-b0dc-71080b16d37c,19.33,EUR,Pharmacie/Sante,Lecomte,https://via.placeholder.com/100x100.png/007733?text=business+quos,2023-05-02 00:00:00,2023-05-02 00:00,1,Admin,Étudiant,,a@a.aa,,,
71,1,2,1,1,debit,b677cc8d-cfff-3189-84b1-980594e45caf,6.34,EUR,Restaurant U / Cafeteria,Chauvin,https://via.placeholder.com/100x100.png/00ccdd?text=business+exercitationem,2023-05-22 00:00:00,2023-05-22 00:00,1,Admin,Étudiant,,a@a.aa,,,
72,4,3,1,1,debit,3b2636d8-e4ca-334d-a6ae-afa318c4ab87,11.19,EUR,Dejeuner entre amis,Charpentier Gaillard SAS,https://via.placeholder.com/100x100.png/00eeff?text=business+quis,2023-05-01 00:00:00,2023-05-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
73,5,4,1,6,credit,b7595ca1-abb3-3eea-a575-25dff2ed472e,500.0,EUR,Bourse mensuelle,Henry,https://via.placeholder.com/100x100.png/001100?text=business+rerum,2023-06-03 00:00:00,2023-06-03 00:00,1,Admin,Étudiant,,a@a.aa,,,
74,1,2,1,6,credit,cd0d2140-b0de-380b-9be4-87e46a98e2e2,60.0,EUR,Job étudiant - Tutoring,Wagner,https://via.placeholder.com/100x100.png/00bb55?text=business+omnis,2023-06-24 00:00:00,2023-06-24 00:00,1,Admin,Étudiant,,a@a.aa,,,
75,1,1,1,6,credit,ee5efe09-b78e-3d6e-a492-f23820b5b290,450.0,EUR,Job été - Restaurant,Parent S.A.,https://via.placeholder.com/100x100.png/0077dd?text=business+quis,2023-06-25 00:00:00,2023-06-25 00:00,1,Admin,Étudiant,,a@a.aa,,,
76,1,1,1,2,debit,5c65fd76-9e25-37f8-a293-23786cb2de8f,420.0,EUR,Loyer colocation,Meyer,https://via.placeholder.com/100x100.png/0022bb?text=business+ad,2023-06-01 00:00:00,2023-06-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
77,5,4,1,2,debit,5f3f6a18-e7a4-3fea-903d-e6b2c6bf45d2,45.0,EUR,Charges/Eau/Gaz,Didier SAS,https://via.placeholder.com/100x100.png/004444?text=business+aut,2023-06-05 00:00:00,2023-06-05 00:00,1,Admin,Étudiant,,a@a.aa,,,
78,1,2,1,2,debit,ac906b0a-b618-3a4e-ab2a-50791a4893fe,20.0,EUR,Internet WiFi,Morin,https://via.placeholder.com/100x100.png/005500?text=business+commodi,2023-06-15 00:00:00,2023-06-15 00:00,1,Admin,Étudiant,,a@a.aa,,,
79,1,2,1,13,debit,5f6a27c4-33bd-3d37-b40b-585fff3b62c4,15.0,EUR,Forfait mobile,Bousquet SAS,https://via.placeholder.com/100x100.png/0099ff?text=business+vero,2023-06-10 00:00:00,2023-06-10 00:00,1,Admin,Étudiant,,a@a.aa,,,
80,5,4,1,3,debit,cce9e0ae-2381-388a-bbe3-efb4e4679988,40.0,EUR,Abonnement transport,Guibert,https://via.placeholder.com/100x100.png/007755?text=business+delectus,2023-06-01 00:00:00,2023-06-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
81,5,4,1,1,debit,2d2569af-7c4e-3c0a-b011-1c71124b7fed,42.0,EUR,Courses alimentaires,Torres Cousin SAS,https://via.placeholder.com/100x100.png/00ffcc?text=business+ratione,2023-06-04 00:00:00,2023-06-04 00:00,1,Admin,Étudiant,,a@a.aa,,,
82,1,1,1,1,debit,fa141b74-4259-3de0-99bc-64c4cc358718,7.91,EUR,Restaurant U / Cafeteria,Torres,https://via.placeholder.com/100x100.png/00ff55?text=business+et,2023-06-25 00:00:00,2023-06-25 00:00,1,Admin,Étudiant,,a@a.aa,,,
83,4,3,1,1,debit,e2a1b9eb-f4f2-3ef6-bddb-a8e825248976,12.14,EUR,Dejeuner entre amis,Guillou S.A.R.L.,https://via.placeholder.com/100x100.png/002277?text=business+suscipit,2023-06-06 00:00:00,2023-06-06 00:00,1,Admin,Étudiant,,a@a.aa,,,
84,1,2,1,4,debit,547c81d0-ea9f-3d17-87e8-5f3fcc079003,14.77,EUR,Cinema/Concerts,Marques Grondin S.A.S.,https://via.placeholder.com/100x100.png/000066?text=business+nesciunt,2023-06-16 00:00:00,2023-06-16 00:00,1,Admin,Étudiant,,a@a.aa,,,
85,1,1,1,4,debit,5c2e3984-ccd0-3305-89de-0709d72e105b,60.71,EUR,Vetements/Chaussures,Raymond SA,https://via.placeholder.com/100x100.png/0055aa?text=business+animi,2023-06-02 00:00:00,2023-06-02 00:00,1,Admin,Étudiant,,a@a.aa,,,
86,1,1,1,4,debit,796e679b-8340-3927-9bb0-fb42499a4e82,14.02,EUR,Cinema/Concerts,Toussaint,https://via.placeholder.com/100x100.png/003366?text=business+ducimus,2023-06-22 00:00:00,2023-06-22 00:00,1,Admin,Étudiant,,a@a.aa,,,
87,4,3,1,4,debit,86225dbd-ccc2-3839-8f53-3c490ff699de,45.57,EUR,Vetements/Chaussures,Schneider Moreau S.A.,https://via.placeholder.com/100x100.png/00aa55?text=business+delectus,2023-06-23 00:00:00,2023-06-23 00:00,1,Admin,Étudiant,,a@a.aa,,,
88,1,1,1,1,debit,4ba23e4e-b995-36e2-82a3-e7e92643e2e8,5.91,EUR,Restaurant U / Cafeteria,Guibert,https://via.placeholder.com/100x100.png/0055aa?text=business+voluptatem,2023-06-12 00:00:00,2023-06-12 00:00,1,Admin,Étudiant,,a@a.aa,,,
89,5,4,1,4,debit,d7c50e51-f6cd-3c46-9d26-0361c1ab0e1e,39.01,EUR,Vetements/Chaussures,Hernandez,https://via.placeholder.com/100x100.png/0044dd?text=business+error,2023-06-12 00:00:00,2023-06-12 00:00,1,Admin,Étudiant,,a@a.aa,,,
90,5,4,1,6,credit,a51b1a93-2d49-3665-a993-83a7dfd5b6d3,60.0,EUR,Job étudiant - Tutoring,Georges SA,https://via.placeholder.com/100x100.png/00bb77?text=business+sint,2023-07-20 00:00:00,2023-07-20 00:00,1,Admin,Étudiant,,a@a.aa,,,
91,4,3,1,6,credit,bccddd71-f53f-3f83-9e9a-4ae9b025a4b1,450.0,EUR,Job été - Restaurant,Michaud,https://via.placeholder.com/100x100.png/008800?text=business+id,2023-07-10 00:00:00,2023-07-10 00:00,1,Admin,Étudiant,,a@a.aa,,,
92,1,1,1,2,debit,024a7253-4984-3092-b18e-e2fa1ceafbfb,420.0,EUR,Loyer colocation,Lefort,https://via.placeholder.com/100x100.png/008899?text=business+odit,2023-07-01 00:00:00,2023-07-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
93,1,2,1,2,debit,c66e9775-6b7e-31ad-9bcb-dac8fc504f86,45.0,EUR,Charges/Eau/Gaz,Leduc SAS,https://via.placeholder.com/100x100.png/0066aa?text=business+et,2023-07-05 00:00:00,2023-07-05 00:00,1,Admin,Étudiant,,a@a.aa,,,
94,1,1,1,2,debit,f24e9b3b-3005-3267-8f97-b69489efd843,20.0,EUR,Internet WiFi,Begue,https://via.placeholder.com/100x100.png/000011?text=business+blanditiis,2023-07-15 00:00:00,2023-07-15 00:00,1,Admin,Étudiant,,a@a.aa,,,
95,1,1,1,13,debit,08a5a1d4-e642-3b00-bd89-6ee0e8121655,15.0,EUR,Forfait mobile,Ferreira Samson S.A.S.,https://via.placeholder.com/100x100.png/00bb00?text=business+iusto,2023-07-10 00:00:00,2023-07-10 00:00,1,Admin,Étudiant,,a@a.aa,,,
96,5,4,1,3,debit,0e8c8c72-b3d4-3ed5-93c3-641578a9ad0c,40.0,EUR,Abonnement transport,Le Goff Poirier SARL,https://via.placeholder.com/100x100.png/005500?text=business+blanditiis,2023-07-01 00:00:00,2023-07-01 00:00,1,Admin,Étudiant,,a@a.aa,,,
